Array Size, Run Time, Cutoff
100000,158.30020262,1000
100000,144.99860717,1010
100000,122.24697084,1020
100000,125.03500429,1030
100000,134.81333161,1040
100000,139.43927194,1050
100000,114.5087657,1060
100000,126.89850413,1070
100000,118.37719654,1080
100000,123.08278248,1090
100000,153.13314678,1100
100000,123.92737077,1110
100000,129.56057925,1120
100000,127.99918052,1130
100000,134.2851783,1140
100000,129.77921591,1150
100000,126.46784592,1160
100000,131.59442132,1170
100000,118.89882994,1180
100000,153.01667033,1190
100000,125.48579341,1200
100000,139.85025766,1210
100000,138.48382088,1220
100000,123.95768525,1230
100000,128.31108085,1240
100000,136.26067636,1250
100000,116.04002274,1260
100000,127.67237154,1270
100000,133.64581313,1280
100000,130.15369518,1290
100000,126.27315547,1300
100000,127.18873615,1310
100000,110.47984124,1320
100000,127.30734946,1330
100000,121.41092999,1340
100000,118.75792419,1350
100000,119.84608972,1360
100000,124.08889757,1370
100000,119.53996879,1380
100000,127.67164515,1390
100000,123.14532264,1400
100000,121.87647967,1410
100000,118.03332796,1420
100000,119.87722933,1430
100000,124.35759174,1440
100000,129.23146063,1450
100000,129.02326496,1460
100000,111.97952847,1470
100000,131.94000009,1480
100000,129.19195342,1490
100000,138.72014127,1500
100000,125.80485187,1510
100000,126.25881807,1520
100000,130.6378454,1530
100000,121.09784488,1540
100000,121.04556587,1550
100000,128.7539114,1560
100000,47.42469335,1570
100000,43.09450701,1580
100000,45.91668436,1590
100000,45.86127764,1600
100000,44.3692951,1610
100000,45.47274658,1620
100000,44.22748311,1630
100000,49.19623067,1640
100000,47.20016094,1650
100000,52.19217416,1660
100000,50.65081465,1670
100000,46.25354292,1680
100000,52.98760762,1690
100000,53.44232843,1700
100000,48.78273785,1710
100000,53.44423961,1720
100000,45.16569827,1730
100000,48.45268479,1740
100000,52.82669085,1750
100000,56.25251681,1760
100000,56.55003036,1770
100000,49.54319171,1780
100000,47.86288699,1790
100000,47.81293526,1800
100000,52.67287579,1810
100000,56.69494537,1820
100000,47.9542148,1830
100000,44.51764107,1840
100000,43.27137264,1850
100000,46.24874028,1860
100000,46.11028873,1870
100000,42.96938438,1880
100000,44.40427823,1890
100000,55.81898828,1900
100000,46.50015621,1910
100000,52.78741989,1920
100000,46.3684467,1930
100000,40.62613146,1940
100000,45.20547346,1950
100000,55.97661867,1960
100000,54.05231003,1970
100000,56.56968876,1980
100000,50.4641921,1990
100000,53.6550658,2000
100000,65.02270501,2010
100000,56.12066272,2020
100000,56.38838366,2030
100000,56.40181485,2040
100000,58.0180279,2050
100000,53.59047694,2060
100000,50.28938221,2070
100000,54.08160898,2080
100000,55.59765763,2090
100000,50.83531093,2100
100000,56.40103204,2110
100000,53.12362612,2120
100000,49.22399573,2130
100000,51.88213212,2140
100000,54.65118419,2150
100000,53.44289261,2160
100000,49.22669325,2170
100000,47.94756444,2180
100000,52.79351311,2190
100000,49.16162836,2200
100000,51.2599676,2210
100000,55.31404424,2220
100000,53.26973298,2230
100000,49.68285978,2240
100000,55.78199876,2250
100000,53.13205014,2260
100000,57.52329917,2270
100000,59.63094398,2280
100000,55.83437296,2290
100000,60.79122675,2300
100000,55.6788195,2310
100000,50.16286675,2320
100000,50.62876551,2330
100000,49.3467805,2340
