Array Size, Run Time, Cutoff
2000,2.39798E-4,500
2000,0.812809282,510
2000,1.102812393,520
2000,1.34668345,530
2000,1.525869417,540
2000,1.822327928,550
2000,2.051642262,560
2000,2.290085222,570
2000,2.557036535,580
2000,2.735766234,590
2000,2.906884002,600
2000,3.062769976,610
2000,3.2401486,620
2000,3.415961543,630
2000,3.569343175,640
2000,3.737984593,650
2000,3.909142482,660
2000,4.080387147,670
2000,4.231095085,680
2000,4.395455608,690
2000,4.553567872,700
2000,4.724280223,710
2000,4.897815092,720
2000,5.04164822,730
2000,5.198862409,740
2000,5.355075889,750
2000,5.518559798,760
2000,5.688598945,770
2000,5.863468094,780
2000,6.015767839,790
2000,6.168994116,800
2000,6.336843829,810
2000,6.486900956,820
2000,6.640999181,830
2000,6.803840209,840
2000,6.966629453,850
2000,7.114433232,860
2000,7.285394712,870
2000,7.455710978,880
2000,7.627799132,890
2000,7.811099443,900
2000,7.966076613,910
2000,8.121481593,920
2000,8.282920694,930
2000,8.451860226,940
2000,8.601793721,950
2000,8.757402576,960
2000,8.91626129,970
2000,9.083236723,980
2000,9.249882318,990
2000,9.411291561,1000
