Array Size,, Cutoff, Run Time,,
100000,,5090,10.4718862,0.06451128,
100000,,5100,12.21093338,-1.73904718,
100000,,5110,12.51030523,-0.29937185,
100000,,5120,10.73551679,1.77478844,
100000,,5130,12.52075327,-1.78523648,
100000,,5140,11.19738514,1.32336813,
100000,,5150,9.60931092,1.58807422,
100000,,5160,11.64700357,-2.03769265,
100000,,5170,12.28596323,-0.63895966,
100000,,5180,9.29608123,2.989882,
100000,,5190,13.01662448,-3.72054325,
100000,,5200,9.44619029,3.57043419,
100000,,5210,12.05106036,-2.60487007,
100000,,5220,10.00397399,2.04708637,
100000,,5230,11.26557421,-1.26160022,
100000,,5240,8.73131218,2.53426203,
100000,,5250,10.1487127,-1.41740052,
100000,,5260,15.79960492,-5.65089222,
100000,,5270,11.84390138,3.95570354,
100000,,5280,12.61556141,-0.77166003,
100000,,5290,10.27153979,2.34402162,
100000,,5300,7.94949678,2.32204301,
100000,,5310,9.25946195,-1.30996517,
100000,,5320,8.56475706,0.69470489,
100000,,5330,9.17816962,-0.61341256,
100000,,5340,9.32280607,-0.14463645,
100000,,5350,12.68812999,-3.36532392,
100000,,5360,11.21944132,1.46868867,
100000,,5370,13.2982879,-2.07884658,
100000,,5380,9.02323323,4.27505467,
100000,,5390,11.64191882,-2.61868559,
100000,,5400,11.09411419,0.54780463,
100000,,5410,10.74035116,0.35376303,
100000,,5420,9.49340924,1.24694192,
100000,,5430,12.82566121,-3.33225197,
100000,,5440,9.80017546,3.02548575,
100000,,5450,11.04639805,-1.24622259,
100000,,5460,10.25972006,0.78667799,
100000,,5470,13.49810186,-3.2383818,
100000,,5480,9.40852374,4.08957812,
100000,,5490,13.5003022,-4.09177846,
100000,,5500,11.85353841,1.64676379,
100000,,5510,12.03359523,-0.18005682,
100000,,5520,9.74494506,2.28865017,
100000,,5530,10.07020958,-0.32526452,
100000,,5540,11.13413269,-1.06392311,
100000,,5550,9.88930294,1.24482975,
100000,,5560,9.95611328,-0.06681034,
100000,,5570,12.39404387,-2.43793059,
100000,,5580,11.33359403,1.06044984,
100000,,5590,12.36471671,-1.03112268,
100000,,5600,11.40179017,0.96292654,
100000,,5610,12.02008647,-0.6182963,
100000,,5620,10.87811863,1.14196784,
100000,,5630,12.21657173,-1.3384531,
100000,,5640,11.51170794,0.70486379,
100000,,5650,9.72774793,1.78396001,
100000,,5660,10.82435159,-1.09660366,
100000,,5670,8.14117234,2.68317925,
100000,,5680,9.18621282,-1.04504048,
100000,,5690,12.27516258,-3.08894976,
100000,,5700,7.47811835,4.79704423,
100000,,5710,11.20789665,-3.7297783,
100000,,5720,12.34144047,-1.13354382,
100000,,5730,13.26251491,-0.92107444,
100000,,5740,11.72022096,1.54229395,
100000,,5750,11.4638296,0.25639136,
100000,,5760,11.95092418,-0.48709458,
100000,,5770,9.72474011,2.22618407,
100000,,5780,14.18850483,-4.46376472,
100000,,5790,9.85125909,4.33724574,
100000,,5800,11.30138952,-1.45013043,
100000,,5810,12.60282841,-1.30143889,
100000,,5820,9.34068728,3.26214113,
100000,,5830,12.67757969,-3.33689241,
100000,,5840,11.80317412,0.87440557,
100000,,5850,8.64155352,3.1616206,
100000,,5860,10.70423966,-2.06268614,
100000,,5870,11.05700125,-0.35276159,
100000,,5880,9.37098766,1.68601359,
100000,,5890,11.1882453,-1.81725764,
100000,,5900,12.6281851,-1.4399398,
100000,,5910,7.65833033,4.96985477,
100000,,5920,11.66310406,-4.00477373,
100000,,5930,10.31199201,1.35111205,
100000,,5940,11.5962373,-1.28424529,
100000,,5950,12.5107319,-0.9144946,
100000,,5960,10.17820559,2.33252631,
100000,,5970,9.55216933,0.62603626,
100000,,5980,9.7269228,-0.17475347,
100000,,5990,12.1607454,-2.4338226,
100000,,6000,7.02938146,5.13136394,
100000,,6010,10.55535065,-3.52596919,
100000,,6020,12.50450468,-1.94915403,
100000,,6030,10.70919393,1.79531075,
100000,,6040,15.18290598,-4.47371205,
100000,,6050,10.10168064,5.08122534,
100000,,6060,11.71043584,-1.6087552,
100000,,6070,11.88566181,-0.17522597,
100000,,6080,8.41672843,3.46893338,
100000,,6090,9.68404105,-1.26731262,
100000,,6100,10.56688123,-0.88284018,
100000,,6110,11.22931108,-0.66242985,
100000,,6120,13.40439741,-2.17508633,
100000,,6130,11.61763409,1.78676332,
100000,,6140,9.80771442,1.80991967,
100000,,6150,10.47275011,-0.66503569,
100000,,6160,11.91088451,-1.4381344,
100000,,6170,13.88283524,-1.97195073,
100000,,6180,14.94502701,-1.06219177,
100000,,6190,12.86101107,2.08401594,
100000,,6200,13.84440351,-0.98339244,
100000,,6210,13.18508726,0.65931625,
100000,,6220,11.45772227,1.72736499,
100000,,6230,8.40648844,3.05123383,
100000,,6240,13.01468861,-4.60820017,
100000,,6250,2.41504222,10.59964639,
100000,,6260,2.38954448,0.02549774,
100000,,6270,2.64682091,-0.25727643,
100000,,6280,2.41740475,0.22941616,
100000,,6290,2.53633542,-0.11893067,
100000,,6300,2.43485576,0.10147966,
100000,,6310,2.49388033,-0.05902457,
100000,,6320,2.34631717,0.14756316,
100000,,6330,2.56737629,-0.22105912,
100000,,6340,2.36841214,0.19896415,
100000,,6350,2.5226574,-0.15424526,
100000,,6360,2.3675976,0.1550598,
100000,,6370,2.52016088,-0.15256328,
100000,,6380,2.37586999,0.14429089,
100000,,6390,2.55964693,-0.18377694,
100000,,6400,2.49305521,0.06659172,
100000,,6410,2.48806215,0.00499306,
100000,,6420,2.42338513,0.06467702,
100000,,6430,2.52431471,-0.10092958,
100000,,6440,2.37117667,0.15313804,
100000,,6450,2.99085523,-0.61967856,
100000,,6460,2.40052497,0.59033026,
100000,,6470,2.49274843,-0.09222346,
100000,,6480,2.40774305,0.08500538,
100000,,6490,2.53112727,-0.12338422,
100000,,6500,2.3567511,0.17437617,
100000,,6510,2.57448153,-0.21773043,
100000,,6520,2.3505803,0.22390123,
100000,,6530,2.52102126,-0.17044096,
100000,,6540,2.39422723,0.12679403,
100000,,6550,2.55062699,-0.15639976,
100000,,6560,2.34148631,0.20914068,
100000,,6570,2.51588716,-0.17440085,
100000,,6580,2.38753104,0.12835612,
100000,,6590,2.4874768,-0.09994576,
100000,,6600,2.40774305,0.07973375,
100000,,6610,2.51334126,-0.10559821,
100000,,6620,2.34546383,0.16787743,
100000,,6630,2.88008412,-0.53462029,
100000,,6640,2.34267463,0.53740949,
100000,,6650,2.51705432,-0.17437969,
100000,,6660,2.36606724,0.15098708,
100000,,6670,2.50256882,-0.13650158,
100000,,6680,2.42454172,0.0780271,
100000,,6690,2.51518192,-0.0906402,
100000,,6700,2.36037601,0.15480591,
100000,,6710,2.58477089,-0.22439488,
100000,,6720,2.40789819,0.1768727,
100000,,6730,2.49541422,-0.08751603,
100000,,6740,2.3849393,0.11047492,
100000,,6750,2.51491394,-0.12997464,
100000,,6760,2.35558041,0.15933353,
100000,,6770,2.52825344,-0.17267303,
100000,,6780,2.78398893,-0.25573549,
100000,,6790,2.46866116,0.31532777,
100000,,6800,2.39480201,0.07385915,
100000,,6810,2.48969476,-0.09489275,
100000,,6820,2.4298204,0.05987436,
100000,,6830,2.53208638,-0.10226598,
100000,,6840,3.10853411,-0.57644773,
100000,,6850,11.1441717,-8.03563759,
100000,,6860,2.3595403,8.7846314,
100000,,6870,2.87116291,-0.51162261,
100000,,6880,2.32507551,0.5460874,
100000,,6890,2.51505498,-0.18997947,
100000,,6900,2.39217853,0.12287645,
100000,,6910,2.50443768,-0.11225915,
100000,,6920,2.3720441,0.13239358,
100000,,6930,2.49150369,-0.11945959,
100000,,6940,2.41362822,0.07787547,
100000,,6950,2.50668033,-0.09305211,
100000,,6960,2.33404256,0.17263777,
100000,,6970,2.35406415,-0.02002159,
100000,,6980,2.52727668,-0.17321253,
100000,,6990,2.36189579,0.16538089,
100000,,7000,2.94759264,-0.58569685,
100000,,7010,2.38702328,0.56056936,
100000,,7020,2.50489609,-0.11787281,
100000,,7030,2.37731925,0.12757684,
100000,,7040,2.54869465,-0.1713754,
100000,,7050,2.42035263,0.12834202,
100000,,7060,2.46967318,-0.04932055,
100000,,7070,2.3599176,0.10975558,
100000,,7080,2.5297838,-0.1698662,
100000,,7090,2.39170602,0.13807778,
100000,,7100,2.49725488,-0.10554886,
100000,,7110,2.32967717,0.16757771,
100000,,7120,2.5333276,-0.20365043,
100000,,7130,2.40527473,0.12805287,
100000,,7140,2.51761145,-0.11233672,
100000,,7150,2.38372982,0.13388163,
100000,,7160,2.47541378,-0.09168396,
100000,,7170,2.35626802,0.11914576,
100000,,7180,2.60772979,-0.25146177,
100000,,7190,2.44040243,0.16732736,
100000,,7200,3.0911924,-0.65078997,
100000,,7210,2.91781767,0.17337473,
100000,,7220,2.43495098,0.48286669,
100000,,7230,2.79529735,-0.36034637,
100000,,7240,2.39917798,0.39611937,
100000,,7250,2.48033279,-0.08115481,
100000,,7260,2.40472112,0.07561167,
100000,,7270,2.54154358,-0.13682246,
100000,,7280,2.41287362,0.12866996,
100000,,7290,2.54220649,-0.12933287,
100000,,7300,2.36567231,0.17653418,
100000,,7310,2.52534082,-0.15966851,
100000,,7320,2.42226381,0.10307701,
100000,,7330,2.61064593,-0.18838212,
100000,,7340,2.50610204,0.10454389,
100000,,7350,2.52339438,-0.01729234,
100000,,7360,2.44684122,0.07655316,
100000,,7370,2.51482226,-0.06798104,
100000,,7380,2.34222328,0.17259898,
100000,,7390,2.54827856,-0.20605528,
100000,,7400,2.36136333,0.18691523,
100000,,7410,2.49358061,-0.13221728,
100000,,7420,2.37663165,0.11694896,
100000,,7430,2.4909113,-0.11427965,
100000,,7440,2.3698614,0.1210499,
100000,,7450,2.49426821,-0.12440681,
100000,,7460,2.38631451,0.1079537,
100000,,7470,2.56021112,-0.17389661,
100000,,7480,2.81074551,-0.25053439,
100000,,7490,2.38204079,0.42870472,
100000,,7500,2.49478656,-0.11274577,
100000,,7510,2.34169788,0.15308868,
100000,,7520,2.54850071,-0.20680283,
100000,,7530,2.34047429,0.20802642,
100000,,7540,2.5128476,-0.17237331,
100000,,7550,2.38793655,0.12491105,
100000,,7560,2.48547394,-0.09753739,
100000,,7570,2.35267837,0.13279557,
100000,,7580,2.5765655,-0.22388713,
100000,,7590,2.53469575,0.04186975,
100000,,7600,2.34428256,0.19041319,
100000,,7610,2.50248066,-0.1581981,
100000,,7620,2.35309094,0.14938972,
100000,,7630,2.50224088,-0.14914994,
100000,,7640,2.36012917,0.14211171,
100000,,7650,2.55725266,-0.19712349,
100000,,7660,2.36393038,0.19332228,
100000,,7670,2.47440177,-0.11047139,
100000,,7680,2.35098229,0.12341948,
100000,,7690,2.52847559,-0.1774933,
100000,,7700,2.3658733,0.16260229,
100000,,7710,2.50467041,-0.13879711,
100000,,7720,2.34717402,0.15749639,
100000,,7730,2.93508885,-0.58791483,
100000,,7740,2.37540454,0.55968431,
100000,,7750,2.52690997,-0.15150543,
100000,,7760,2.35402537,0.1728846,
100000,,7770,2.38985126,-0.03582589,
100000,,7780,2.40299329,-0.01314203,
100000,,7790,2.36633523,0.03665806,
