Array Size, Run Time, Cutoff
100000,144.60893714,1000
100000,132.80672567,1100
100000,136.10709755,1200
100000,127.20370827,1300
100000,135.32267278,1400
100000,129.40363999,1500
100000,51.06469887,1600
100000,44.82628323,1700
100000,53.3608739,1800
100000,49.30742139,1900
100000,57.39468564,2000
100000,61.77349787,2100
100000,57.03663127,2200
100000,50.20766674,2300
100000,47.85007642,2400
100000,51.96487017,2500
100000,44.81595154,2600
100000,48.03820464,2700
100000,58.7484811,2800
100000,60.68717299,2900
100000,59.64915312,3000
100000,57.68878939,3100
100000,15.31545118,3200
100000,12.92112169,3300
100000,11.52026596,3400
100000,11.17184861,3500
100000,11.12234471,3600
100000,11.01261734,3700
100000,13.56158351,3800
100000,15.80343082,3900
100000,10.30955895,4000
100000,10.32541261,4100
100000,9.68330055,4200
100000,7.41775032,4300
100000,8.79347504,4400
100000,9.55449661,4500
100000,10.0715883,4600
100000,11.76279595,4700
100000,10.91075334,4800
100000,8.86244693,4900
100000,11.12620586,5000
100000,8.17012572,5100
100000,7.55490423,5200
100000,12.74550078,5300
100000,6.72622955,5400
100000,7.30630218,5500
100000,12.61684494,5600
100000,8.89866774,5700
100000,8.20035205,5800
100000,8.84244296,5900
100000,11.25285179,6000
100000,10.4361802,6100
100000,8.81743888,6200
100000,2.8061756,6300
100000,2.84146903,6400
100000,2.7212231,6500
100000,2.8057172,6600
100000,2.70003082,6700
100000,2.84701922,6800
100000,2.75449605,6900
100000,2.97827386,7000
100000,2.75132249,7100
100000,2.64751909,7200
100000,2.75155875,7300
100000,2.65819281,7400
100000,2.79130926,7500
100000,2.62285,7600
100000,2.70473473,7700
100000,2.76601604,7800
100000,2.66839755,7900
100000,2.73887863,8000
100000,2.86358869,8100
100000,2.60964097,8200
100000,2.70041165,8300
100000,2.5876412,8400
100000,2.68293594,8500
100000,3.18364858,8600
100000,2.79574166,8700
100000,2.67676515,8800
100000,2.93473624,8900
100000,2.77059301,9000
100000,2.6568846,9100
100000,2.65538951,9200
100000,2.88321536,9300
100000,4.06493019,9400
100000,2.95220488,9500
100000,2.65114752,9600
100000,2.59283172,9700
100000,2.58068759,9800
100000,2.64279755,9900
100000,2.60568461,10000
100000,2.60842797,10100
100000,2.68910322,10200
100000,2.6705062,10300
100000,2.65720548,10400
100000,2.71782035,10500
100000,2.64019171,10600
100000,2.66997022,10700
100000,2.60051524,10800
100000,2.79314639,10900
100000,2.62233519,11000
100000,2.61188009,11100
100000,2.57952395,11200
100000,2.5335568,11300
100000,2.50360551,11400
100000,2.85323939,11500
100000,2.59507789,11600
100000,2.51182501,11700
100000,2.60451744,11800
100000,2.5440401,11900
100000,2.5189373,12000
100000,3.00408895,12100
100000,2.5880855,12200
100000,3.09778634,12300
100000,3.09953532,12400
100000,2.36923022,12500
100000,2.10944668,12600
100000,2.10634717,12700
100000,2.09984845,12800
100000,2.19032645,12900
100000,2.34964586,13000
100000,2.09056756,13100
100000,2.09044063,13200
100000,2.10923511,13300
100000,2.11406949,13400
100000,2.11817748,13500
100000,2.56296858,13600
100000,2.28188346,13700
100000,2.70496041,13800
100000,2.15298783,13900
100000,2.4713869,14000
100000,2.16406706,14100
100000,2.13208469,14200
100000,2.37018934,14300
100000,2.25719674,14400
100000,2.23449173,14500
100000,2.18234673,14600
100000,2.10177021,14700
100000,2.08763379,14800
100000,2.12788855,14900
100000,2.09860723,15000
100000,2.04157144,15100
100000,2.1356426,15200
100000,2.16442673,15300
100000,2.07311655,15400
100000,2.103089,15500
100000,2.11557164,15600
100000,2.32980411,15700
100000,2.22834209,15800
100000,2.0761949,15900
100000,2.12079037,16000
100000,2.69479799,16100
100000,2.27814924,16200
100000,2.14051929,16300
100000,2.13451423,16400
100000,2.19706143,16500
100000,2.51495272,16600
100000,2.40676982,16700
100000,2.14451797,16800
100000,2.12734552,16900
100000,2.13168271,17000
100000,2.13490211,17100
100000,2.10711236,17200
100000,2.15366133,17300
100000,2.0885647,17400
100000,2.08522894,17500
100000,2.09787026,17600
100000,2.11379445,17700
100000,2.12198222,17800
100000,2.19486816,17900
100000,2.09389627,18000
100000,2.12355841,18100
100000,2.08087765,18200
100000,2.13674629,18300
100000,2.07030972,18400
100000,2.19905019,18500
100000,2.08378321,18600
100000,2.05963952,18700
100000,2.06161065,18800
100000,2.05078884,18900
100000,2.08601528,19000
100000,2.12613251,19100
100000,2.17900744,19200
100000,2.2469779,19300
100000,2.1809151,19400
100000,2.63137981,19500
100000,2.566865,19600
100000,2.10203819,19700
100000,2.15746959,19800
100000,2.16935983,19900
100000,2.1886621,20000
100000,2.26133646,20100
100000,2.20133163,20200
100000,2.23957647,20300
100000,2.21654352,20400
100000,2.267405,20500
100000,2.18323884,20600
100000,2.26132588,20700
100000,2.2540655,20800
100000,2.21071828,20900
100000,2.17683179,21000
100000,2.25101536,21100
100000,2.23429779,21200
100000,2.2193151,21300
100000,2.24309911,21400
100000,2.24044037,21500
100000,2.25375167,21600
100000,2.16072073,21700
100000,2.19584138,21800
100000,2.20559476,21900
100000,2.23340566,22000
100000,2.18934265,22100
100000,2.19982242,22200
100000,2.21409988,22300
100000,2.23054595,22400
100000,2.28669668,22500
100000,2.19011488,22600
100000,2.16298099,22700
100000,2.17109472,22800
100000,2.03685694,22900
100000,2.06824691,23000
100000,2.2748558,23100
100000,2.05047501,23200
100000,2.0577636,23300
100000,2.05656118,23400
100000,2.07665683,23500
100000,2.07173077,23600
100000,2.10011644,23700
100000,2.08385021,23800
100000,2.05637782,23900
100000,2.0853312,24000
100000,2.1757281,24100
100000,2.21109912,24200
100000,2.16059378,24300
100000,2.1458297,24400
100000,2.18068237,24500
100000,2.19411708,24600
100000,2.19663124,24700
100000,2.15964876,24800
100000,2.19339069,24900
100000,1.29792682,25000
100000,1.23476253,25100
100000,1.28090247,25200
100000,1.25365223,25300
100000,1.31397795,25400
100000,1.19205357,25500
100000,1.33727183,25600
100000,1.30229575,25700
100000,1.30619217,25800
100000,1.24936441,25900
100000,1.28617762,26000
100000,1.25426931,26100
100000,1.30574081,26200
100000,1.22520661,26300
100000,1.25891328,26400
100000,1.29154093,26500
100000,1.30568792,26600
100000,1.24655052,26700
100000,1.27126192,26800
100000,1.25269664,26900
100000,1.21312948,27000
100000,1.32269817,27100
100000,1.25676584,27200
100000,1.2901763,27300
100000,1.23279493,27400
100000,1.24539747,27500
100000,1.29494721,27600
100000,1.27639955,27700
100000,1.51946199,27800
100000,1.48186597,27900
100000,1.49084007,28000
100000,1.42900162,28100
100000,1.24804209,28200
100000,1.25285884,28300
100000,1.31402027,28400
100000,1.2233307,28500
100000,1.28401961,28600
100000,1.29720043,28700
100000,1.26406854,28800
100000,1.26606083,28900
100000,1.24814788,29000
100000,1.33043106,29100
100000,1.28182281,29200
100000,1.23405377,29300
100000,1.28773971,29400
100000,1.26870192,29500
100000,1.26325752,29600
100000,1.33223293,29700
100000,1.32610092,29800
100000,1.25436099,29900
100000,1.22458953,30000
100000,1.24949135,30100
100000,1.3270001,30200
100000,1.27633255,30300
100000,1.21770645,30400
100000,1.31603371,30500
100000,1.31540957,30600
100000,1.23914204,30700
100000,1.24346513,30800
100000,1.27587415,30900
100000,1.28803944,31000
100000,1.29041608,31100
100000,1.28501399,31200
100000,1.27010887,31300
100000,1.43871622,31400
100000,1.24347923,31500
100000,1.25234755,31600
100000,1.34266687,31700
100000,1.27643482,31800
100000,1.27647713,31900
100000,1.28603658,32000
100000,1.32076231,32100
100000,1.28302171,32200
100000,1.23661378,32300
100000,1.31558588,32400
100000,1.29710876,32500
100000,1.21298844,32600
100000,1.28499989,32700
100000,1.28872352,32800
100000,1.28730953,32900
100000,1.25219945,33000
100000,1.27979173,33100
100000,1.23266094,33200
100000,1.27905828,33300
100000,1.39524207,33400
100000,1.26557421,33500
100000,1.2492692,33600
100000,1.22302039,33700
100000,1.26491482,33800
100000,1.22656066,33900
100000,1.22582369,34000
100000,1.28705916,34100
100000,1.32354797,34200
100000,1.29664683,34300
100000,1.21595394,34400
100000,1.33630566,34500
100000,1.19910943,34600
100000,1.26215735,34700
100000,1.29180186,34800
100000,1.20773092,34900
100000,1.29868847,35000
100000,1.27739041,35100
100000,1.24030568,35200
100000,1.18338624,35300
100000,1.24197708,35400
100000,1.33374919,35500
100000,1.27994688,35600
100000,1.25301752,35700
100000,1.18589687,35800
100000,1.35839007,35900
100000,1.28175933,36000
100000,1.23484011,36100
100000,1.23631053,36200
100000,1.3073558,36300
100000,1.23383868,36400
100000,1.2342865,36500
100000,1.22872574,36600
100000,1.29014809,36700
100000,1.2271848,36800
100000,1.27183669,36900
